"No.","Time","Source","Destination","Protocol","Length","Info"
"9557","30.088084","52.221.58.145","10.87.1.105","TCP","60","443  >  62158 [ACK] Seq=5403 Ack=749 Win=98304 Len=0"
"9558","30.088118","10.87.1.105","207.65.33.78","TLSv1.3","571","Client Hello"
"9559","30.100586","8.8.8.8","10.87.1.105","QUIC","68","Protected Payload (KP0)"
"9560","30.100586","104.18.24.185","10.87.1.105","QUIC","1242","Protected Payload (KP0)"
"9561","30.100713","104.18.24.185","10.87.1.105","QUIC","1242","Handshake, SCID=01e162cefbc6c19ffce1a8cea1c6c665391753a2"
"9562","30.100713","104.18.24.185","10.87.1.105","QUIC","806","Handshake, SCID=01e162cefbc6c19ffce1a8cea1c6c665391753a2"
"9563","30.100713","52.221.58.145","10.87.1.105","TCP","60","443  >  62158 [ACK] Seq=5403 Ack=2690 Win=96512 Len=0"
"9564","30.100713","52.221.58.145","10.87.1.105","TCP","60","443  >  62158 [ACK] Seq=5403 Ack=5610 Win=93696 Len=0"
"9565","30.100713","52.221.58.145","10.87.1.105","TCP","60","443  >  62158 [ACK] Seq=5403 Ack=7521 Win=91904 Len=0"
"9566","30.100713","8.8.8.8","10.87.1.105","QUIC","74","Protected Payload (KP0)"
"9567","30.100713","8.8.8.8","10.87.1.105","QUIC","67","Protected Payload (KP0)"
"9568","30.100713","8.8.8.8","10.87.1.105","QUIC","68","Protected Payload (KP0)"
"9569","30.100713","103.43.90.114","10.87.1.105","TCP","60","443  >  62159 [ACK] Seq=2738 Ack=2071 Win=65535 Len=0"
"9570","30.100713","103.43.90.114","10.87.1.105","TCP","60","443  >  62159 [ACK] Seq=2738 Ack=4991 Win=65535 Len=0"
"9571","30.100713","8.8.8.8","10.87.1.105","QUIC","74","Protected Payload (KP0)"
"9572","30.100713","8.8.8.8","10.87.1.105","QUIC","74","Protected Payload (KP0)"
"9573","30.100713","103.43.90.114","10.87.1.105","TCP","60","443  >  62159 [ACK] Seq=2738 Ack=7911 Win=65535 Len=0"
"9574","30.100713","103.43.90.114","10.87.1.105","TCP","60","443  >  62159 [ACK] Seq=2738 Ack=9789 Win=65535 Len=0"
"9575","30.100713","8.8.8.8","10.87.1.105","QUIC","581","Protected Payload (KP0)"
"9576","30.100826","8.8.8.8","10.87.1.105","QUIC","66","Protected Payload (KP0)"
"9577","30.100826","8.8.8.8","10.87.1.105","QUIC","559","Protected Payload (KP0)"
"9578","30.100826","8.8.8.8","10.87.1.105","QUIC","66","Protected Payload (KP0)"
"9579","30.100826","104.26.8.169","10.87.1.105","TCP","60","443  >  62164 [ACK] Seq=1 Ack=518 Win=57344 Len=0"
"9580","30.100826","8.8.8.8","10.87.1.105","QUIC","558","Protected Payload (KP0)"
"9581","30.100826","8.8.8.8","10.87.1.105","QUIC","66","Protected Payload (KP0)"
"9582","30.100826","104.26.8.169","10.87.1.105","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"9583","30.100826","104.26.8.169","10.87.1.105","TLSv1.3","720","Application Data"
"9584","30.100826","35.227.252.103","10.87.1.105","QUIC","560","Protected Payload (KP0)"
"9585","30.100826","35.227.252.103","10.87.1.105","QUIC","163","Protected Payload (KP0)"
"9586","30.100826","35.227.252.103","10.87.1.105","QUIC","69","Protected Payload (KP0)"
"9587","30.100826","35.227.252.103","10.87.1.105","QUIC","65","Protected Payload (KP0)"
"9588","30.100944","10.87.1.105","104.26.8.169","TCP","54","62164  >  443 [ACK] Seq=518 Ack=2127 Win=65792 Len=0"
"9589","30.101072","10.87.1.105","8.8.8.8","QUIC","81","Protected Payload (KP0), DCID=c83617cc7e2b49c8"
"9590","30.101254","10.87.1.105","8.8.8.8","QUIC","81","Protected Payload (KP0), DCID=c83617cc7e2b49c8"
"9591","30.101374","10.87.1.105","8.8.8.8","QUIC","81","Protected Payload (KP0), DCID=c83617cc7e2b49c8"
"9592","30.101862","10.87.1.105","104.18.24.185","QUIC","93","Handshake, DCID=01e162cefbc6c19ffce1a8cea1c6c665391753a2"
"9593","30.102709","10.87.1.105","104.26.8.169","TLSv1.3","118","Change Cipher Spec, Application Data"
"9594","30.102966","10.87.1.105","35.227.252.103","QUIC","74","Protected Payload (KP0), DCID=c41cad99a59d042e"
"9595","30.103015","8.8.8.8","10.87.1.105","QUIC","68","Protected Payload (KP0)"
"9596","30.104079","10.87.1.105","184.30.51.163","TCP","66","62174  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"9597","30.105534","10.87.1.105","104.18.24.185","QUIC","127","Handshake, DCID=01e162cefbc6c19ffce1a8cea1c6c665391753a2"
"9598","30.105870","10.87.1.105","104.18.24.185","QUIC","125","Protected Payload (KP0), DCID=01e162cefbc6c19ffce1a8cea1c6c665391753a2"
"9599","30.106769","10.87.1.105","104.18.24.185","TCP","66","62175  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"9600","30.108234","10.87.1.105","104.18.24.185","QUIC","1292","Protected Payload (KP0), DCID=01e162cefbc6c19ffce1a8cea1c6c665391753a2"
"9601","30.108770","10.87.1.105","104.18.24.185","QUIC","1286","Protected Payload (KP0), DCID=01e162cefbc6c19ffce1a8cea1c6c665391753a2"
"9602","30.108896","10.87.1.105","104.18.24.185","QUIC","1292","Protected Payload (KP0), DCID=01e162cefbc6c19ffce1a8cea1c6c665391753a2"
"9603","30.108992","10.87.1.105","104.18.24.185","QUIC","1292","Protected Payload (KP0), DCID=01e162cefbc6c19ffce1a8cea1c6c665391753a2"
"9604","30.109081","52.192.229.231","10.87.1.105","TCP","66","443  >  62160 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1460 SACK_PERM WS=256"
"9605","30.109081","104.22.53.86","10.87.1.105","TCP","66","443  >  62173 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=8192"
"9606","30.109109","10.87.1.105","104.18.24.185","QUIC","1155","Protected Payload (KP0), DCID=01e162cefbc6c19ffce1a8cea1c6c665391753a2"
"9607","30.109276","10.87.1.105","104.26.8.169","TLSv1.3","727","Application Data"
"9608","30.109277","10.87.1.105","52.192.229.231","TCP","54","62160  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"9609","30.109291","10.87.1.105","104.22.53.86","TCP","54","62173  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"9610","30.109316","104.18.3.114","10.87.1.105","TCP","60","443  >  62165 [ACK] Seq=1 Ack=518 Win=57344 Len=0"
"9611","30.109695","10.87.1.105","52.192.229.231","TLSv1.2","571","Client Hello"
"9612","30.109774","104.18.3.114","10.87.1.105","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"9613","30.109774","104.18.3.114","10.87.1.105","TLSv1.3","720","Application Data"
"9614","30.109955","10.87.1.105","104.18.3.114","TCP","54","62165  >  443 [ACK] Seq=518 Ack=2127 Win=65792 Len=0"
"9615","30.109984","10.87.1.105","104.22.53.86","TLSv1.3","571","Client Hello"
"9616","30.110291","10.87.1.105","8.8.8.8","QUIC","75","Protected Payload (KP0), DCID=c83617cc7e2b49c8"
"9617","30.111751","10.87.1.105","104.18.3.114","TLSv1.3","118","Change Cipher Spec, Application Data"
"9618","30.111917","10.87.1.105","104.18.3.114","TLSv1.3","152","Application Data"
"9619","30.112060","10.87.1.105","104.18.3.114","TCP","1454","62165  >  443 [ACK] Seq=680 Ack=2127 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"9620","30.112060","10.87.1.105","104.18.3.114","TCP","1454","62165  >  443 [ACK] Seq=2080 Ack=2127 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"9621","30.112060","10.87.1.105","104.18.3.114","TLSv1.3","276","Application Data"
"9622","30.112152","10.87.1.105","104.18.3.114","TCP","1454","62165  >  443 [ACK] Seq=3702 Ack=2127 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"9623","30.112152","10.87.1.105","104.18.3.114","TCP","1454","62165  >  443 [ACK] Seq=5102 Ack=2127 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"9624","30.112152","10.87.1.105","104.18.3.114","TCP","1454","62165  >  443 [ACK] Seq=6502 Ack=2127 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"9625","30.112152","10.87.1.105","104.18.3.114","TCP","1454","62165  >  443 [ACK] Seq=7902 Ack=2127 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"9626","30.112152","10.87.1.105","104.18.3.114","TCP","1454","62165  >  443 [ACK] Seq=9302 Ack=2127 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"9627","30.112152","10.87.1.105","104.18.3.114","TCP","1454","62165  >  443 [ACK] Seq=10702 Ack=2127 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"9628","30.112152","10.87.1.105","104.18.3.114","TCP","1454","62165  >  443 [ACK] Seq=12102 Ack=2127 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"9629","30.112152","10.87.1.105","104.18.3.114","TCP","1454","62165  >  443 [ACK] Seq=13502 Ack=2127 Win=65792 Len=1400 [TCP segment of a reassembled PDU]"
"9630","30.117676","8.8.8.8","10.87.1.105","QUIC","68","Protected Payload (KP0)"
"9631","30.117676","52.202.176.32","10.87.1.105","TCP","60","443  >  62157 [ACK] Seq=1 Ack=518 Win=97792 Len=0"
"9632","30.124488","35.227.252.103","10.87.1.105","QUIC","66","Protected Payload (KP0)"
"9633","30.125837","184.24.153.236","10.87.1.105","TLSv1.3","310","Application Data"
"9634","30.125837","184.24.153.236","10.87.1.105","TLSv1.3","147","Application Data"
"9635","30.125837","104.18.24.185","10.87.1.105","TCP","66","443  >  62175 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1400 SACK_PERM WS=8192"
"9636","30.126187","10.87.1.105","184.24.153.236","TCP","54","62148  >  443 [ACK] Seq=1312 Ack=5338 Win=64256 Len=0"
"9637","30.126332","10.87.1.105","104.18.24.185","TCP","54","62175  >  443 [ACK] Seq=1 Ack=1 Win=65792 Len=0"
"9638","30.126684","74.118.186.106","10.87.1.105","TCP","66","443  >  62170 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=16384"
"9639","30.126809","10.87.1.105","74.118.186.106","TCP","54","62170  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"9640","30.126810","10.87.1.105","104.18.24.185","TLSv1.3","571","Client Hello"
"9641","30.127261","10.87.1.105","74.118.186.106","TLSv1.2","571","Client Hello"
"9642","30.128346","10.87.1.105","35.227.252.103","QUIC","74","Protected Payload (KP0), DCID=c41cad99a59d042e"
"9643","30.135839","184.30.51.163","10.87.1.105","TCP","66","443  >  62174 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM WS=128"
"9644","30.136176","10.87.1.105","184.30.51.163","TCP","54","62174  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"9645","30.136614","103.43.90.114","10.87.1.105","TLSv1.2","328","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"9646","30.136870","10.87.1.105","184.30.51.163","TLSv1.3","571","Client Hello"
"9647","30.138454","10.87.1.105","13.33.146.69","TLSv1.3","180","Application Data"
"9648","30.138999","103.43.90.114","10.87.1.105","TLSv1.2","1513","Application Data"
"9649","30.139175","10.87.1.105","103.43.90.114","TCP","54","62159  >  443 [ACK] Seq=10715 Ack=4471 Win=64240 Len=0"
"9650","30.139258","18.136.227.77","10.87.1.105","TCP","60","443  >  62168 [ACK] Seq=1 Ack=518 Win=98304 Len=0"
"9651","30.139258","18.136.227.77","10.87.1.105","TLSv1.2","167","Server Hello"
"9652","30.140069","18.136.227.77","10.87.1.105","TCP","1514","443  >  62168 [PSH, ACK] Seq=114 Ack=518 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"9653","30.140069","18.136.227.77","10.87.1.105","TCP","1514","443  >  62168 [PSH, ACK] Seq=1574 Ack=518 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"9654","30.140158","10.87.1.105","18.136.227.77","TCP","54","62168  >  443 [ACK] Seq=518 Ack=3034 Win=65536 Len=0"
"9655","30.140227","18.136.227.77","10.87.1.105","TCP","1514","443  >  62168 [PSH, ACK] Seq=3034 Ack=518 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"9656","30.140227","18.136.227.77","10.87.1.105","TLSv1.2","651","Certificate"
"9657","30.140327","10.87.1.105","18.136.227.77","TCP","54","62168  >  443 [ACK] Seq=518 Ack=5091 Win=65536 Len=0"
"9658","30.140816","18.136.227.77","10.87.1.105","TLSv1.2","392","Server Key Exchange"
"9659","30.140816","18.136.227.77","10.87.1.105","TLSv1.2","63","Server Hello Done"
"9660","30.140875","10.87.1.105","18.136.227.77","TCP","54","62168  >  443 [ACK] Seq=518 Ack=5438 Win=65280 Len=0"
"9661","30.140989","52.221.58.145","10.87.1.105","TLSv1.2","174","New Session Ticket"
"9662","30.140989","52.221.58.145","10.87.1.105","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"9663","30.140989","52.221.58.145","10.87.1.105","TLSv1.2","132","Application Data"
"9664","30.141037","10.87.1.105","52.221.58.145","TCP","54","62158  >  443 [ACK] Seq=7521 Ack=5652 Win=64512 Len=0"
"9665","30.141249","10.87.1.105","52.221.58.145","TLSv1.2","92","Application Data"
"9666","30.145666","8.8.8.8","10.87.1.105","QUIC","68","Protected Payload (KP0)"
"9667","30.146152","104.18.24.185","10.87.1.105","QUIC","575","Protected Payload (KP0)"
"9668","30.146152","104.18.24.185","10.87.1.105","QUIC","66","Protected Payload (KP0)"
"9669","30.146152","104.18.24.185","10.87.1.105","QUIC","66","Protected Payload (KP0)"
"9670","30.146152","104.18.24.185","10.87.1.105","QUIC","91","Protected Payload (KP0)"
"9671","30.146152","207.65.33.78","10.87.1.105","TCP","60","443  >  62171 [ACK] Seq=1 Ack=518 Win=98304 Len=0"
"9672","30.147231","10.87.1.105","104.18.24.185","QUIC","86","Protected Payload (KP0), DCID=01e162cefbc6c19ffce1a8cea1c6c665391753a2"
"9673","30.147409","10.87.1.105","104.18.24.185","QUIC","89","Protected Payload (KP0), DCID=01e162cefbc6c19ffce1a8cea1c6c665391753a2"
"9674","30.147624","8.8.8.8","10.87.1.105","QUIC","580","Protected Payload (KP0)"
"9675","30.147624","8.8.8.8","10.87.1.105","QUIC","66","Protected Payload (KP0)"
"9676","30.147671","52.202.176.32","10.87.1.105","TCP","60","443  >  62154 [ACK] Seq=5487 Ack=1135 Win=98048 Len=0"
"9677","30.147671","207.65.33.78","10.87.1.105","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"9678","30.147671","207.65.33.78","10.87.1.105","TCP","1514","443  >  62171 [PSH, ACK] Seq=1461 Ack=518 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"9679","30.147783","10.87.1.105","207.65.33.78","TCP","54","62171  >  443 [ACK] Seq=518 Ack=2921 Win=65536 Len=0"
"9680","30.147910","10.87.1.105","8.8.8.8","QUIC","81","Protected Payload (KP0), DCID=c83617cc7e2b49c8"
"9681","30.148362","207.65.33.78","10.87.1.105","TLSv1.3","1514","Application Data"
"9682","30.148362","207.65.33.78","10.87.1.105","TLSv1.3","128","Application Data, Application Data"
"9683","30.148362","104.18.24.185","10.87.1.105","TCP","60","443  >  62175 [ACK] Seq=1 Ack=518 Win=98304 Len=0"
"9684","30.148409","10.87.1.105","207.65.33.78","TCP","54","62171  >  443 [ACK] Seq=518 Ack=4455 Win=65536 Len=0"
"9685","30.148557","10.87.1.105","207.65.33.78","TLSv1.3","118","Change Cipher Spec, Application Data"
"9686","30.148693","10.87.1.105","207.65.33.78","TLSv1.3","152","Application Data"
"9687","30.148884","10.87.1.105","207.65.33.78","TCP","1514","62171  >  443 [ACK] Seq=680 Ack=4455 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"9688","30.148884","10.87.1.105","207.65.33.78","TCP","1514","62171  >  443 [ACK] Seq=2140 Ack=4455 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"9689","30.148884","10.87.1.105","207.65.33.78","TLSv1.3","1092","Application Data"
"9690","30.148947","10.87.1.105","207.65.33.78","TCP","1514","62171  >  443 [ACK] Seq=4638 Ack=4455 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"9691","30.148947","10.87.1.105","207.65.33.78","TCP","1514","62171  >  443 [ACK] Seq=6098 Ack=4455 Win=65536 Len=1460 [TCP segment of a reassembled PDU]"
"9692","30.148947","10.87.1.105","207.65.33.78","TLSv1.3","1327","Application Data"
"9693","30.149787","104.18.24.185","10.87.1.105","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"9694","30.149787","104.18.24.185","10.87.1.105","TLSv1.3","727","Application Data"
"9695","30.149832","10.87.1.105","104.18.24.185","TCP","54","62175  >  443 [ACK] Seq=518 Ack=2134 Win=65792 Len=0"
"9696","30.150441","10.87.1.105","104.18.24.185","TLSv1.3","118","Change Cipher Spec, Application Data"
"9697","30.150985","207.65.33.78","10.87.1.105","TCP","60","443  >  62171 [ACK] Seq=4455 Ack=680 Win=98144 Len=0"
"9698","30.150985","74.118.186.106","10.87.1.105","TCP","66","443  >  62172 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM WS=16384"
"9699","30.151045","10.87.1.105","74.118.186.106","TCP","54","62172  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"9700","30.151291","10.87.1.105","74.118.186.106","TLSv1.2","571","Client Hello"
"9701","30.152478","104.18.24.185","10.87.1.105","QUIC","65","Protected Payload (KP0)"
"9702","30.153866","104.26.8.169","10.87.1.105","TCP","60","443  >  62164 [ACK] Seq=2127 Ack=1255 Win=57344 Len=0"
"9703","30.154736","207.65.33.78","10.87.1.105","TCP","60","443  >  62171 [ACK] Seq=4455 Ack=3600 Win=95224 Len=0"
"9704","30.154736","207.65.33.78","10.87.1.105","TCP","60","443  >  62171 [ACK] Seq=4455 Ack=6098 Win=92728 Len=0"
"9705","30.155176","207.65.33.78","10.87.1.105","TCP","60","443  >  62171 [ACK] Seq=4455 Ack=8831 Win=89996 Len=0"
"9706","30.156493","104.22.53.86","10.87.1.105","TCP","60","443  >  62173 [ACK] Seq=1 Ack=518 Win=57344 Len=0"
"9707","30.156685","10.87.1.105","8.8.8.8","QUIC","75","Protected Payload (KP0), DCID=c83617cc7e2b49c8"
"9708","30.156870","104.18.3.114","10.87.1.105","TCP","60","443  >  62165 [ACK] Seq=2127 Ack=680 Win=65536 Len=0"
"9709","30.156870","104.18.3.114","10.87.1.105","TLSv1.3","575","Application Data, Application Data"
"9710","30.156870","104.18.3.114","10.87.1.105","TCP","60","443  >  62165 [ACK] Seq=2648 Ack=3702 Win=65536 Len=0"
"9711","30.156898","10.87.1.105","104.18.3.114","TLSv1.3","1174","Application Data"
"9712","30.157016","10.87.1.105","104.18.3.114","TLSv1.3","85","Application Data"
"9713","30.157790","104.18.3.114","10.87.1.105","TCP","60","443  >  62165 [ACK] Seq=2648 Ack=9302 Win=57344 Len=0"
"9714","30.157790","104.22.53.86","10.87.1.105","TLSv1.3","1514","Server Hello, Change Cipher Spec"
"9715","30.158560","104.22.53.86","10.87.1.105","TLSv1.3","718","Application Data"
"9716","30.158560","104.18.3.114","10.87.1.105","TCP","60","443  >  62165 [ACK] Seq=2648 Ack=12102 Win=57344 Len=0"
"9717","30.158560","104.18.3.114","10.87.1.105","TCP","60","443  >  62165 [ACK] Seq=2648 Ack=14902 Win=57344 Len=0"
"9718","30.158591","10.87.1.105","104.22.53.86","TCP","54","62173  >  443 [ACK] Seq=518 Ack=2125 Win=65792 Len=0"
"9719","30.158805","13.33.146.69","10.87.1.105","TLSv1.3","426","Application Data"
"9720","30.159058","10.87.1.105","104.22.53.86","TLSv1.3","118","Change Cipher Spec, Application Data"
"9721","30.159395","10.87.1.105","104.22.53.86","TLSv1.3","152","Application Data"
"9722","30.159575","10.87.1.105","104.22.53.86","TLSv1.3","513","Application Data"
"9723","30.160291","35.213.117.18","10.87.1.105","TCP","66","443  >  62162 [SYN, ACK] Seq=0 Ack=1 Win=65320 Len=0 MSS=1420 SACK_PERM WS=128"
"9724","30.160355","10.87.1.105","35.213.117.18","TCP","54","62162  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"9725","30.160711","10.87.1.105","35.213.117.18","TLSv1.2","571","Client Hello"
"9726","30.176975","104.18.24.185","10.87.1.105","QUIC","65","Protected Payload (KP0)"
"9727","30.176975","104.26.8.169","10.87.1.105","TLSv1.3","1472","Application Data, Application Data"
"9728","30.177140","184.30.51.163","10.87.1.105","TCP","60","443  >  62174 [ACK] Seq=1 Ack=518 Win=98304 Len=0"
"9729","30.177140","184.30.51.163","10.87.1.105","TLSv1.3","1514","Server Hello, Change Cipher Spec, Application Data"
"9730","30.177140","184.30.51.163","10.87.1.105","TCP","1514","443  >  62174 [PSH, ACK] Seq=1461 Ack=518 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"9731","30.177140","184.30.51.163","10.87.1.105","TLSv1.3","831","Application Data, Application Data, Application Data"
"9732","30.177140","104.18.24.185","10.87.1.105","TLSv1.3","582","Application Data, Application Data"
"9733","30.177275","10.87.1.105","184.30.51.163","TCP","54","62174  >  443 [ACK] Seq=518 Ack=3698 Win=65536 Len=0"
"9734","30.177529","34.248.227.245","10.87.1.105","TCP","66","443  >  62167 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1460 SACK_PERM WS=256"
"9735","30.177759","10.87.1.105","34.248.227.245","TCP","54","62167  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"9736","30.179984","10.87.1.105","34.248.227.245","TLSv1.2","571","Client Hello"
"9737","30.182565","10.87.1.105","18.136.227.77","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"9738","30.183727","10.87.1.105","184.30.51.163","TLSv1.3","134","Change Cipher Spec, Application Data"
"9739","30.184376","10.87.1.105","18.136.227.77","TLSv1.2","159","Application Data"
"9740","30.184545","10.87.1.105","184.30.51.163","TLSv1.3","152","Application Data"
"9741","30.185080","10.87.1.105","18.136.227.77","TLSv1.2","515","Application Data"
"9742","30.185174","10.87.1.105","18.136.227.77","TLSv1.2","146","Application Data"
"9743","30.185259","10.87.1.105","18.136.227.77","TLSv1.2","146","Application Data"
"9744","30.185321","10.87.1.105","18.136.227.77","TLSv1.2","142","Application Data"
"9745","30.185368","10.87.1.105","18.136.227.77","TCP","1514","62168  >  443 [ACK] Seq=1482 Ack=5438 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"9746","30.185368","10.87.1.105","18.136.227.77","TLSv1.2","236","Application Data"
"9747","30.185447","10.87.1.105","18.136.227.77","TCP","1514","62168  >  443 [ACK] Seq=3124 Ack=5438 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"9748","30.185447","10.87.1.105","18.136.227.77","TLSv1.2","241","Application Data"
"9749","30.185725","10.87.1.105","18.136.227.77","TCP","1514","62168  >  443 [ACK] Seq=4771 Ack=5438 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"9750","30.185725","10.87.1.105","18.136.227.77","TLSv1.2","259","Application Data"
"9751","30.185803","10.87.1.105","18.136.227.77","TCP","1514","62168  >  443 [ACK] Seq=6436 Ack=5438 Win=65280 Len=1460 [TCP segment of a reassembled PDU]"
"9752","30.185803","10.87.1.105","18.136.227.77","TLSv1.2","259","Application Data"
"9753","30.185983","10.87.1.105","184.30.51.163","TLSv1.3","480","Application Data"
"9754","30.186964","18.136.227.77","10.87.1.105","TCP","60","443  >  62168 [ACK] Seq=5438 Ack=749 Win=98304 Len=0"
"9755","30.186964","162.19.138.82","10.87.1.105","TCP","66","443  >  62166 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460 SACK_PERM WS=128"
"9756","30.187125","10.87.1.105","162.19.138.82","TCP","54","62166  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"9757","30.187220","184.30.51.163","10.87.1.105","TCP","60","443  >  62174 [ACK] Seq=3698 Ack=696 Win=98176 Len=0"
"9758","30.187629","54.216.196.106","10.87.1.105","TCP","66","443  >  62169 [SYN, ACK] Seq=0 Ack=1 Win=26883 Len=0 MSS=1460 SACK_PERM WS=256"
"9759","30.187629","104.18.24.185","10.87.1.105","QUIC","70","Protected Payload (KP0)"
"9760","30.187629","18.136.227.77","10.87.1.105","TCP","60","443  >  62168 [ACK] Seq=5438 Ack=1302 Win=97792 Len=0"
"9761","30.187629","18.136.227.77","10.87.1.105","TCP","60","443  >  62168 [ACK] Seq=5438 Ack=1482 Win=97792 Len=0"
"9762","30.187651","10.87.1.105","162.19.138.82","TLSv1.3","571","Client Hello"
"9763","30.187710","10.87.1.105","54.216.196.106","TCP","54","62169  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"9764","30.187841","18.136.227.77","10.87.1.105","TCP","60","443  >  62168 [ACK] Seq=5438 Ack=3124 Win=96256 Len=0"
"9765","30.188019","10.87.1.105","54.216.196.106","TLSv1.2","571","Client Hello"
"9766","30.190002","18.136.227.77","10.87.1.105","TCP","60","443  >  62168 [ACK] Seq=5438 Ack=4771 Win=94720 Len=0"
"9767","30.190677","18.136.227.77","10.87.1.105","TCP","60","443  >  62168 [ACK] Seq=5438 Ack=6436 Win=93184 Len=0"
"9768","30.190677","18.136.227.77","10.87.1.105","TCP","60","443  >  62168 [ACK] Seq=5438 Ack=8101 Win=91648 Len=0"
"9769","30.191743","104.18.3.114","10.87.1.105","TCP","60","443  >  62165 [ACK] Seq=2648 Ack=16053 Win=65536 Len=0"
"9770","30.192178","8.8.8.8","10.87.1.105","QUIC","68","Protected Payload (KP0)"
"9771","30.193993","104.22.53.86","10.87.1.105","TCP","60","443  >  62173 [ACK] Seq=2125 Ack=1139 Win=57344 Len=0"
"9772","30.194934","104.22.53.86","10.87.1.105","TLSv1.3","575","Application Data, Application Data"
"9773","30.195235","10.87.1.105","104.22.53.86","TLSv1.3","85","Application Data"
"9774","30.196299","10.87.1.105","104.22.53.86","TLSv1.3","157","Application Data"
"9775","30.197221","10.87.1.105","142.250.192.36","QUIC","1292","Protected Payload (KP0), DCID=d582ef7bd427cebb"
"9776","30.197419","10.87.1.105","142.250.192.36","QUIC","462","Protected Payload (KP0), DCID=d582ef7bd427cebb"
"9777","30.200397","207.65.33.78","10.87.1.105","TLSv1.3","103","Application Data"
"9778","30.200397","207.65.33.78","10.87.1.105","TLSv1.3","85","Application Data"
"9779","30.200757","10.87.1.105","207.65.33.78","TCP","54","62171  >  443 [ACK] Seq=8831 Ack=4535 Win=65536 Len=0"
"9780","30.201980","10.87.1.105","207.65.33.78","TLSv1.3","85","Application Data"
"9781","30.202701","104.22.53.86","10.87.1.105","TLSv1.3","412","Application Data"
"9782","30.207656","10.87.1.105","13.33.146.69","TCP","54","62138  >  443 [ACK] Seq=1531 Ack=7333 Win=64768 Len=0"
"9783","30.210023","104.18.24.185","10.87.1.105","TCP","582","[TCP Retransmission] 443  >  62175 [PSH, ACK] Seq=2134 Ack=582 Win=98304 Len=528"
"9784","30.210097","10.87.1.105","104.18.24.185","TCP","66","62175  >  443 [ACK] Seq=582 Ack=2662 Win=65024 Len=0 SLE=2134 SRE=2662"
"9785","30.211375","10.87.1.105","72.34.250.78","TCP","66","62176  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"9786","30.211609","10.87.1.105","184.30.51.163","TLSv1.3","183","Application Data"
"9787","30.212731","52.202.176.32","10.87.1.105","TLSv1.2","167","Server Hello"
