"No.","Time","Source","Destination","Protocol","Length","Info"
"494","21.523484","20.198.119.143","10.87.1.138","TLSv1.2","1272","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"495","21.523609","10.87.1.138","20.198.119.143","TCP","54","64867  >  443 [ACK] Seq=181 Ack=4139 Win=66048 Len=0"
"496","21.527579","10.87.1.138","20.198.119.143","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"497","21.530309","10.87.1.138","20.198.119.143","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"498","21.530572","10.87.1.138","23.201.55.139","TLSv1.3","225","Application Data"
"499","21.659582","10.87.1.138","8.8.8.8","QUIC","254","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"500","21.659927","10.87.1.138","8.8.4.4","TLSv1.3","243","Application Data"
"501","21.660001","10.87.1.138","8.8.4.4","TLSv1.3","243","Application Data"
"502","21.660389","10.87.1.138","8.8.8.8","QUIC","250","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"503","21.660551","10.87.1.138","8.8.8.8","QUIC","251","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"504","21.667348","10.87.1.138","8.8.4.4","QUIC","254","Protected Payload (KP0), DCID=e99b733f905d7d68"
"505","21.711446","13.107.4.52","10.87.1.138","HTTP","593","HTTP/1.1 200 OK  (text/plain)"
"506","21.711446","13.107.4.52","10.87.1.138","TCP","60","80  >  64868 [FIN, ACK] Seq=540 Ack=112 Win=98304 Len=0"
"507","21.711446","20.198.119.143","10.87.1.138","TCP","1272","[TCP Spurious Retransmission] 443  >  64866 [PSH, ACK] Seq=2921 Ack=181 Win=65535 Len=1218"
"508","21.711446","23.58.111.48","10.87.1.138","TLSv1.2","1379","Application Data"
"509","21.711446","52.168.117.169","10.87.1.138","TCP","60","443  >  64865 [ACK] Seq=1 Ack=218 Win=98304 Len=0"
"510","21.711535","10.87.1.138","20.198.119.143","TCP","66","[TCP Dup ACK 496#1] 64866  >  443 [ACK] Seq=339 Ack=4139 Win=64768 Len=0 SLE=2921 SRE=4139"
"511","21.711609","10.87.1.138","13.107.4.52","TCP","54","64868  >  80 [ACK] Seq=112 Ack=541 Win=65536 Len=0"
"512","21.711677","10.87.1.138","13.107.4.52","TCP","54","64868  >  80 [FIN, ACK] Seq=112 Ack=541 Win=65536 Len=0"
"513","21.712035","20.198.119.143","10.87.1.138","TCP","1272","[TCP Spurious Retransmission] 443  >  64866 [PSH, ACK] Seq=2921 Ack=181 Win=65535 Len=1218"
"514","21.712035","52.163.231.110","10.87.1.138","TCP","125","[TCP Retransmission] 443  >  64752 [PSH, ACK] Seq=1 Ack=1 Win=384 Len=71"
"515","21.712035","52.168.117.169","10.87.1.138","TCP","1514","443  >  64865 [PSH, ACK] Seq=1 Ack=218 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"516","21.712066","10.87.1.138","20.198.119.143","TCP","66","[TCP Dup ACK 496#2] 64866  >  443 [ACK] Seq=339 Ack=4139 Win=64768 Len=0 SLE=2921 SRE=4139"
"517","21.712221","52.168.117.169","10.87.1.138","TCP","1514","443  >  64865 [PSH, ACK] Seq=1461 Ack=218 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"518","21.712221","52.168.117.169","10.87.1.138","TCP","1514","443  >  64865 [PSH, ACK] Seq=2921 Ack=218 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"519","21.712221","52.168.117.169","10.87.1.138","TLSv1.2","176","Server Hello, Certificate, Server Key Exchange, Server Hello Done"
"520","21.712315","10.87.1.138","52.168.117.169","TCP","54","64865  >  443 [ACK] Seq=218 Ack=4503 Win=66048 Len=0"
"521","21.716791","8.8.4.4","10.87.1.138","TLSv1.3","342","Application Data"
"522","21.716791","8.8.4.4","10.87.1.138","TLSv1.3","553","Application Data"
"523","21.716791","8.8.4.4","10.87.1.138","TLSv1.3","85","Application Data"
"524","21.716791","8.8.4.4","10.87.1.138","TLSv1.3","93","Application Data"
"525","21.716918","10.87.1.138","8.8.4.4","TCP","54","64857  >  443 [ACK] Seq=1189 Ack=2208 Win=66304 Len=0"
"526","21.718549","10.87.1.138","52.168.117.169","TLSv1.2","212","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"527","21.719030","10.87.1.138","8.8.4.4","TLSv1.3","93","Application Data"
"528","21.724334","CloudNet_1a:69:a1","Broadcast","ARP","42","Who has 10.87.1.138? (ARP Probe)"
"529","21.731314","10.87.1.138","8.8.4.4","QUIC","72","Protected Payload (KP0), DCID=e99b733f905d7d68"
"530","21.731442","10.87.1.138","8.8.4.4","TLSv1.3","89","Application Data"
"531","21.731488","10.87.1.138","8.8.4.4","TLSv1.3","89","Application Data"
"532","21.731515","10.87.1.138","8.8.4.4","QUIC","77","Protected Payload (KP0), DCID=e99b733f905d7d68"
"533","21.731536","10.87.1.138","8.8.4.4","TCP","54","64862  >  443 [FIN, ACK] Seq=1678 Ack=2207 Win=66304 Len=0"
"534","21.731697","10.87.1.138","8.8.8.8","TCP","54","64854  >  443 [FIN, ACK] Seq=988 Ack=6814 Win=66304 Len=0"
"535","21.735250","10.87.1.138","8.8.8.8","TCP","54","64858  >  443 [FIN, ACK] Seq=1230 Ack=2208 Win=66304 Len=0"
"536","21.741019","10.87.1.138","8.8.8.8","QUIC","72","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"537","21.741229","10.87.1.138","8.8.8.8","QUIC","77","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"538","21.741469","10.87.1.138","8.8.8.8","QUIC","72","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"539","21.741525","10.87.1.138","8.8.8.8","QUIC","77","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"540","21.741752","10.87.1.138","8.8.8.8","QUIC","72","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"541","21.741790","10.87.1.138","8.8.8.8","QUIC","77","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"542","21.742805","10.87.1.138","8.8.4.4","TCP","54","64857  >  443 [FIN, ACK] Seq=1228 Ack=2208 Win=66304 Len=0"
"543","21.742986","10.87.1.138","8.8.8.8","TCP","54","64855  >  443 [FIN, ACK] Seq=1228 Ack=2207 Win=66304 Len=0"
"544","21.743072","10.87.1.138","8.8.4.4","TCP","54","64856  >  443 [FIN, ACK] Seq=1228 Ack=2208 Win=66304 Len=0"
"545","21.743344","13.107.4.52","10.87.1.138","TCP","60","80  >  64868 [ACK] Seq=541 Ack=113 Win=4194304 Len=0"
"546","21.744579","8.8.8.8","10.87.1.138","QUIC","79","Protected Payload (KP0)"
"547","21.744579","8.8.4.4","10.87.1.138","TCP","60","443  >  64862 [ACK] Seq=2207 Ack=1608 Win=71680 Len=0"
"548","21.744579","8.8.8.8","10.87.1.138","QUIC","75","Protected Payload (KP0)"
"549","21.744579","8.8.8.8","10.87.1.138","QUIC","64","Protected Payload (KP0)"
"550","21.744579","8.8.4.4","10.87.1.138","QUIC","71","Protected Payload (KP0)"
"551","21.744579","8.8.8.8","10.87.1.138","QUIC","79","Protected Payload (KP0)"
"552","21.744933","20.198.119.143","10.87.1.138","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"553","21.745012","10.87.1.138","8.8.8.8","QUIC","73","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"554","21.746158","10.87.1.138","20.198.119.143","TLSv1.2","313","Application Data"
"555","21.748178","8.8.8.8","10.87.1.138","QUIC","622","Protected Payload (KP0)"
"556","21.748178","8.8.8.8","10.87.1.138","QUIC","571","Protected Payload (KP0)"
"557","21.748178","8.8.8.8","10.87.1.138","QUIC","64","Protected Payload (KP0)"
"558","21.748178","8.8.8.8","10.87.1.138","QUIC","64","Protected Payload (KP0)"
"559","21.748178","8.8.8.8","10.87.1.138","QUIC","572","Protected Payload (KP0)"
"560","21.748491","20.198.119.143","10.87.1.138","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"561","21.748491","8.8.8.8","10.87.1.138","QUIC","64","Protected Payload (KP0)"
"562","21.748508","10.87.1.138","8.8.8.8","QUIC","73","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"563","21.748636","10.87.1.138","8.8.8.8","QUIC","73","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"564","21.748672","10.87.1.138","8.8.8.8","QUIC","73","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"565","21.749650","10.87.1.138","20.198.119.143","TLSv1.2","313","Application Data"
"566","21.751279","8.8.4.4","10.87.1.138","TLSv1.3","137","Application Data"
"567","21.751279","8.8.4.4","10.87.1.138","TLSv1.3","553","Application Data"
"568","21.751279","8.8.4.4","10.87.1.138","TLSv1.3","85","Application Data"
"569","21.751279","8.8.4.4","10.87.1.138","TLSv1.3","93","Application Data"
"570","21.751325","10.87.1.138","8.8.4.4","TCP","54","64862  >  443 [RST, ACK] Seq=1679 Ack=2290 Win=0 Len=0"
"571","21.752911","8.8.4.4","10.87.1.138","QUIC","621","Protected Payload (KP0)"
"572","21.752911","8.8.4.4","10.87.1.138","QUIC","64","Protected Payload (KP0)"
"573","21.753208","10.87.1.138","8.8.4.4","QUIC","73","Protected Payload (KP0), DCID=e99b733f905d7d68"
"574","21.753510","8.8.4.4","10.87.1.138","TCP","60","443  >  64857 [ACK] Seq=2208 Ack=1228 Win=68608 Len=0"
"575","21.755137","8.8.4.4","10.87.1.138","TLSv1.3","137","Application Data"
"576","21.755137","8.8.4.4","10.87.1.138","TLSv1.3","553","Application Data"
"577","21.755137","8.8.4.4","10.87.1.138","TLSv1.3","85","Application Data"
"578","21.755373","10.87.1.138","23.58.111.48","TCP","54","64863  >  443 [ACK] Seq=671 Ack=7575 Win=65536 Len=0"
"579","21.760832","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=12589 Ack=720 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"580","21.760832","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=14049 Ack=720 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"581","21.760832","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=15509 Ack=720 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"582","21.760906","10.87.1.138","23.201.55.139","TCP","54","64864  >  443 [ACK] Seq=720 Ack=16969 Win=65536 Len=0"
"583","21.761300","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=16969 Ack=720 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"584","21.761355","10.87.1.138","23.201.55.139","TCP","54","64864  >  443 [ACK] Seq=720 Ack=18429 Win=65536 Len=0"
"585","21.761873","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=18429 Ack=720 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"586","21.761873","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=19889 Ack=720 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"587","21.761905","10.87.1.138","23.201.55.139","TCP","54","64864  >  443 [ACK] Seq=720 Ack=21349 Win=65536 Len=0"
"588","21.762182","23.201.55.139","10.87.1.138","TLSv1.3","926","Application Data"
"589","21.763006","8.8.4.4","10.87.1.138","QUIC","67","Protected Payload (KP0)"
"590","21.763006","8.8.4.4","10.87.1.138","TCP","60","443  >  64862 [ACK] Seq=3472 Ack=1679 Win=71680 Len=0"
"591","21.763006","8.8.4.4","10.87.1.138","TCP","60","443  >  64862 [FIN, ACK] Seq=3472 Ack=1679 Win=71680 Len=0"
"592","21.763006","8.8.8.8","10.87.1.138","TCP","60","443  >  64854 [FIN, ACK] Seq=6814 Ack=989 Win=68864 Len=0"
"593","21.763089","10.87.1.138","8.8.8.8","TCP","54","64854  >  443 [ACK] Seq=989 Ack=6815 Win=66304 Len=0"
"594","21.764841","8.8.8.8","10.87.1.138","TCP","60","443  >  64858 [FIN, ACK] Seq=2208 Ack=1231 Win=68608 Len=0"
"595","21.764874","10.87.1.138","23.201.55.139","TLSv1.3","226","Application Data"
"596","21.764887","10.87.1.138","8.8.8.8","TCP","54","64858  >  443 [ACK] Seq=1231 Ack=2209 Win=66304 Len=0"
"597","21.771693","8.8.8.8","10.87.1.138","QUIC","75","Protected Payload (KP0)"
"598","21.772393","8.8.4.4","10.87.1.138","TCP","60","443  >  64856 [FIN, ACK] Seq=2208 Ack=1229 Win=68608 Len=0"
"599","21.772393","8.8.4.4","10.87.1.138","TCP","60","443  >  64857 [FIN, ACK] Seq=2208 Ack=1229 Win=68608 Len=0"
"600","21.772393","8.8.8.8","10.87.1.138","TCP","60","443  >  64855 [FIN, ACK] Seq=2207 Ack=1229 Win=68608 Len=0"
"601","21.772449","10.87.1.138","8.8.4.4","TCP","54","64856  >  443 [ACK] Seq=1229 Ack=2209 Win=66304 Len=0"
"602","21.772521","10.87.1.138","8.8.4.4","TCP","54","64857  >  443 [ACK] Seq=1229 Ack=2209 Win=66304 Len=0"
"603","21.772549","10.87.1.138","8.8.8.8","TCP","54","64855  >  443 [ACK] Seq=1229 Ack=2208 Win=66304 Len=0"
"604","21.775815","20.198.119.143","10.87.1.138","TLSv1.2","325","Application Data"
"605","21.776281","10.87.1.138","20.198.119.143","TCP","1494","64866  >  443 [ACK] Seq=598 Ack=4461 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"606","21.776281","10.87.1.138","20.198.119.143","TLSv1.2","733","Application Data"
"607","21.778577","10.87.1.138","8.8.4.4","QUIC","74","Protected Payload (KP0), DCID=e99b733f905d7d68"
"608","21.778874","20.198.119.143","10.87.1.138","TCP","60","443  >  64866 [ACK] Seq=4461 Ack=2717 Win=65535 Len=0"
"609","21.784918","20.198.119.143","10.87.1.138","TLSv1.2","326","Application Data"
"610","21.785399","10.87.1.138","20.198.119.143","TLSv1.2","1475","Application Data"
"611","21.786207","10.87.1.138","8.8.8.8","QUIC","74","Protected Payload (KP0), DCID=d2358fa76ed0dd81"
"612","21.954585","10.87.1.138","10.87.3.255","NBNS","110","Registration NB DESKTOP-FE4CR37<00>"
"613","21.954769","10.87.1.138","10.87.3.255","NBNS","110","Registration NB WORKGROUP<00>"
"614","21.970641","10.87.1.138","10.87.3.255","NBNS","110","Registration NB DESKTOP-FE4CR37<20>"
"615","22.063662","10.87.1.138","23.201.55.139","TCP","226","[TCP Retransmission] 64864  >  443 [PSH, ACK] Seq=720 Ack=22221 Win=64768 Len=172"
"616","22.069777","10.87.1.138","20.198.119.143","TCP","1475","[TCP Retransmission] 64867  >  443 [PSH, ACK] Seq=598 Ack=4462 Win=65792 Len=1421"
"617","22.097410","20.198.119.143","10.87.1.138","TLSv1.2","146","Application Data"
"618","22.097410","20.198.119.143","10.87.1.138","TLSv1.2","223","Application Data"
"619","22.097410","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=22221 Ack=892 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"620","22.097410","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=23681 Ack=892 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"621","22.097574","10.87.1.138","20.198.119.143","TCP","54","64866  >  443 [ACK] Seq=2717 Ack=4722 Win=65792 Len=0"
"622","22.097650","10.87.1.138","23.201.55.139","TCP","54","64864  >  443 [ACK] Seq=892 Ack=25141 Win=65536 Len=0"
"623","22.097715","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=25141 Ack=892 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"624","22.097715","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=26601 Ack=892 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"625","22.097753","10.87.1.138","23.201.55.139","TCP","54","64864  >  443 [ACK] Seq=892 Ack=28061 Win=65536 Len=0"
"626","22.098033","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=28061 Ack=892 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"627","22.098033","23.201.55.139","10.87.1.138","TLSv1.3","363","Application Data"
"628","22.098033","20.198.119.143","10.87.1.138","TCP","326","[TCP Spurious Retransmission] 443  >  64867 [PSH, ACK] Seq=4190 Ack=598 Win=65535 Len=272"
"629","22.098033","20.198.119.143","10.87.1.138","TCP","315","[TCP Spurious Retransmission] 443  >  64866 [PSH, ACK] Seq=4461 Ack=2717 Win=65535 Len=261"
"630","22.098033","20.198.119.143","10.87.1.138","TLSv1.2","205","Application Data"
"631","22.098033","20.198.119.143","10.87.1.138","TCP","60","443  >  64753 [FIN, ACK] Seq=152 Ack=1 Win=65535 Len=0"
"632","22.098033","52.168.117.169","10.87.1.138","TCP","60","443  >  64865 [ACK] Seq=4503 Ack=376 Win=98304 Len=0"
"633","22.098033","20.198.119.143","10.87.1.138","TCP","326","[TCP Spurious Retransmission] 443  >  64867 [PSH, ACK] Seq=4190 Ack=598 Win=65535 Len=272"
"634","22.098115","10.87.1.138","20.198.119.143","TCP","66","[TCP Dup ACK 610#1] 64867  >  443 [ACK] Seq=2019 Ack=4462 Win=65792 Len=0 SLE=4190 SRE=4462"
"635","22.098169","10.87.1.138","20.198.119.143","TCP","66","[TCP Dup ACK 621#1] 64866  >  443 [ACK] Seq=2717 Ack=4722 Win=65792 Len=0 SLE=4461 SRE=4722"
"636","22.098217","10.87.1.138","20.198.119.143","TCP","66","[TCP Dup ACK 610#2] 64867  >  443 [ACK] Seq=2019 Ack=4462 Win=65792 Len=0 SLE=4190 SRE=4462"
"637","22.098249","10.87.1.138","23.201.55.139","TCP","54","64864  >  443 [ACK] Seq=892 Ack=29830 Win=65536 Len=0"
"638","22.098347","20.198.119.143","10.87.1.138","TCP","315","[TCP Spurious Retransmission] 443  >  64866 [PSH, ACK] Seq=4461 Ack=2717 Win=65535 Len=261"
"639","22.098347","20.198.119.143","10.87.1.138","TCP","205","[TCP Retransmission] 443  >  64753 [FIN, PSH, ACK] Seq=1 Ack=1 Win=65535 Len=151"
"640","22.098347","52.168.117.169","10.87.1.138","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"641","22.098347","20.198.119.143","10.87.1.138","TCP","315","[TCP Spurious Retransmission] 443  >  64866 [PSH, ACK] Seq=4461 Ack=2717 Win=65535 Len=261"
"642","22.098347","20.198.119.143","10.87.1.138","TCP","205","[TCP Retransmission] 443  >  64753 [FIN, PSH, ACK] Seq=1 Ack=1 Win=65535 Len=151"
"643","22.098380","10.87.1.138","20.198.119.143","TCP","66","[TCP Dup ACK 621#2] 64866  >  443 [ACK] Seq=2717 Ack=4722 Win=65792 Len=0 SLE=4461 SRE=4722"
"644","22.098446","10.87.1.138","20.198.119.143","TCP","66","[TCP Dup ACK 621#3] 64866  >  443 [ACK] Seq=2717 Ack=4722 Win=65792 Len=0 SLE=4461 SRE=4722"
"645","22.098526","20.198.119.143","10.87.1.138","TCP","326","[TCP Spurious Retransmission] 443  >  64867 [PSH, ACK] Seq=4190 Ack=598 Win=65535 Len=272"
"646","22.098526","52.168.117.169","10.87.1.138","TCP","105","[TCP Retransmission] 443  >  64865 [PSH, ACK] Seq=4503 Ack=376 Win=98304 Len=51"
"647","22.098546","10.87.1.138","20.198.119.143","TCP","66","[TCP Dup ACK 610#3] 64867  >  443 [ACK] Seq=2019 Ack=4462 Win=65792 Len=0 SLE=4190 SRE=4462"
"648","22.098583","10.87.1.138","52.168.117.169","TCP","66","64865  >  443 [ACK] Seq=376 Ack=4554 Win=66048 Len=0 SLE=4503 SRE=4554"
"649","22.099772","10.87.1.138","52.168.117.169","TLSv1.2","481","Application Data"
"650","22.107922","10.87.1.138","8.8.8.8","DNS","92","Standard query 0x76c0 A learnermanipal-my.sharepoint.com"
"651","22.110150","23.201.55.139","10.87.1.138","TCP","66","[TCP Dup ACK 619#1] 443  >  64864 [ACK] Seq=29830 Ack=892 Win=98304 Len=0 SLE=720 SRE=892"
"652","22.110150","20.198.119.143","10.87.1.138","TCP","66","443  >  64867 [ACK] Seq=4462 Ack=2019 Win=65535 Len=0 SLE=598 SRE=2019"
"653","22.114722","8.8.8.8","10.87.1.138","DNS","420","Standard query response 0x76c0 A learnermanipal-my.sharepoint.com CNAME learnermanipal.sharepoint.com CNAME 2433-ipv4v6e.clump.dprodmgd106.aa-rt.sharepoint.com CNAME 195941-ipv4v6e.farm.dprodmgd106.aa-rt.sharepoint.com CNAME 195941-ipv4v6e.farm.dprodmgd106.sharepointonline.com.akadns.net CNAME 195941-ipv4v6.farm.dprodmgd106.aa-rt.sharepoint.com.dual-spo-0003.spo-msedge.net CNAME dual-spo-0003.spo-msedge.net A 13.107.136.8 A 13.107.138.8"
"654","22.115422","10.87.1.138","13.107.136.8","TCP","66","64869  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"655","22.116234","10.87.1.138","23.201.55.139","TLSv1.3","225","Application Data"
"656","22.144724","13.107.136.8","10.87.1.138","TCP","66","443  >  64869 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"657","22.144854","10.87.1.138","13.107.136.8","TCP","54","64869  >  443 [ACK] Seq=1 Ack=1 Win=66048 Len=0"
"658","22.145168","10.87.1.138","13.107.136.8","TLSv1.2","559","Client Hello"
"659","22.145430","20.198.119.143","10.87.1.138","TLSv1.2","205","Application Data"
"660","22.145430","20.198.119.143","10.87.1.138","TCP","60","443  >  64754 [FIN, ACK] Seq=152 Ack=1 Win=65535 Len=0"
"661","22.154727","20.198.119.143","10.87.1.138","TLSv1.2","146","Application Data"
"662","22.154727","20.198.119.143","10.87.1.138","TLSv1.2","223","Application Data"
"663","22.154796","10.87.1.138","20.198.119.143","TCP","54","64867  >  443 [ACK] Seq=2019 Ack=4723 Win=65536 Len=0"
"664","22.161785","10.87.1.138","8.8.8.8","DNS","88","Standard query 0x39ec A blz04pap003.storage.live.com"
"665","22.161857","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=29830 Ack=1063 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"666","22.161857","23.201.55.139","10.87.1.138","TLSv1.3","611","Application Data"
"667","22.161971","10.87.1.138","23.201.55.139","TCP","54","64864  >  443 [ACK] Seq=1063 Ack=31847 Win=65536 Len=0"
"668","22.179142","10.87.1.138","23.201.55.139","TLSv1.3","234","Application Data"
"669","22.186270","10.87.1.138","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"670","22.186274","10.87.1.138","239.255.255.250","SSDP","217","M-SEARCH * HTTP/1.1 "
"671","22.231502","CloudNet_1a:69:a1","Broadcast","ARP","42","Who has 169.254.244.180? (ARP Probe)"
"672","22.399619","10.87.1.138","13.107.136.8","TCP","559","[TCP Retransmission] 64869  >  443 [PSH, ACK] Seq=1 Ack=1 Win=66048 Len=505"
"673","22.476609","10.87.1.138","23.201.55.139","TCP","234","[TCP Retransmission] 64864  >  443 [PSH, ACK] Seq=1063 Ack=31847 Win=65536 Len=180"
"674","22.542174","13.107.136.8","10.87.1.138","TCP","60","443  >  64869 [ACK] Seq=1 Ack=506 Win=98304 Len=0"
"675","22.542174","13.107.136.8","10.87.1.138","TLSv1.2","195","Server Hello, Change Cipher Spec, Encrypted Handshake Message"
"676","22.542174","20.198.119.143","10.87.1.138","TCP","205","[TCP Retransmission] 443  >  64754 [FIN, PSH, ACK] Seq=1 Ack=1 Win=65535 Len=151"
"677","22.542174","52.168.117.169","10.87.1.138","TCP","60","443  >  64865 [ACK] Seq=4554 Ack=803 Win=98048 Len=0"
"678","22.542174","20.198.119.143","10.87.1.138","TCP","205","[TCP Retransmission] 443  >  64753 [FIN, PSH, ACK] Seq=1 Ack=1 Win=65535 Len=151"
"679","22.542174","52.168.117.169","10.87.1.138","TLSv1.2","108","Application Data"
"680","22.542174","20.198.119.143","10.87.1.138","TCP","205","[TCP Retransmission] 443  >  64754 [FIN, PSH, ACK] Seq=1 Ack=1 Win=65535 Len=151"
"681","22.542298","10.87.1.138","52.168.117.169","TLSv1.2","1346","Application Data"
"682","22.543034","10.87.1.138","13.107.136.8","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"683","22.543277","10.87.1.138","13.107.136.8","TCP","1494","64869  >  443 [ACK] Seq=557 Ack=142 Win=66048 Len=1440 [TCP segment of a reassembled PDU]"
"684","22.543277","10.87.1.138","13.107.136.8","TLSv1.2","1103","Application Data"
"685","22.545903","13.107.136.8","10.87.1.138","TCP","66","[TCP Dup ACK 674#1] 443  >  64869 [ACK] Seq=142 Ack=506 Win=98304 Len=0 SLE=1 SRE=506"
"686","22.545903","23.201.55.139","10.87.1.138","TCP","66","443  >  64864 [ACK] Seq=31847 Ack=1243 Win=98176 Len=0 SLE=1063 SRE=1243"
"687","22.547544","13.107.136.8","10.87.1.138","TCP","60","443  >  64869 [ACK] Seq=142 Ack=1997 Win=97024 Len=0"
"688","22.587107","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=31847 Ack=1243 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"689","22.587107","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=33307 Ack=1243 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"690","22.587107","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=34767 Ack=1243 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"691","22.587107","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=36227 Ack=1243 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"692","22.587248","10.87.1.138","23.201.55.139","TCP","54","64864  >  443 [ACK] Seq=1243 Ack=37687 Win=65536 Len=0"
"693","22.588000","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=37687 Ack=1243 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"694","22.588000","23.201.55.139","10.87.1.138","TCP","1514","443  >  64864 [PSH, ACK] Seq=39147 Ack=1243 Win=98304 Len=1460 [TCP segment of a reassembled PDU]"
"695","22.588105","10.87.1.138","23.201.55.139","TCP","54","64864  >  443 [ACK] Seq=1243 Ack=40607 Win=65536 Len=0"
"696","22.589473","23.201.55.139","10.87.1.138","TLSv1.3","679","Application Data"
"697","22.618055","10.87.1.138","23.201.55.139","TLSv1.3","228","Application Data"
"698","22.738220","CloudNet_1a:69:a1","Broadcast","ARP","42","ARP Announcement for 10.87.1.138"
"699","22.800543","10.87.1.138","13.107.136.8","TCP","1103","[TCP Retransmission] 64869  >  443 [PSH, ACK] Seq=1997 Ack=142 Win=66048 Len=1049"
"700","22.845584","10.87.1.138","8.8.8.8","DNS","86","Standard query 0x8cd6 A licensing.mp.microsoft.com"
"701","22.848281","10.87.1.138","8.8.8.8","DNS","92","Standard query 0xdf06 A geo.prod.do.dsp.mp.microsoft.com"
"702","22.858250","10.87.1.138","8.8.8.8","DNS","82","Standard query 0x8528 A client.wns.windows.com"
"703","22.908907","10.87.1.138","23.201.55.139","TCP","228","[TCP Retransmission] 64864  >  443 [PSH, ACK] Seq=1243 Ack=41232 Win=65024 Len=174"
"704","22.957202","52.168.117.169","10.87.1.138","TCP","60","443  >  64865 [ACK] Seq=4608 Ack=2095 Win=97024 Len=0"
"705","22.957202","13.107.136.8","10.87.1.138","TCP","60","443  >  64869 [ACK] Seq=142 Ack=3046 Win=98304 Len=0"
